cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,page-faults:u,IPC,CPI
298631508,625823057,589496,1659326,7902336,13549,30170,74611,919790,1413,5707,5,7184,33991,242083,571497,298169,661276,571497,39632,517631,153344,24653,317,2.1,0.477182016
309237253,511899374,886995,1462585,5757530,72174,226530,281045,410224,501,175,105,1182,5194,55978,20237,143395,4722,20237,657,4828,3438,41975,765,1.66,0.604097736
299089755,765342611,620828,2536158,14333094,110454,195904,300732,685447,13968,38400,952,22076,38483,104060,528235,27117,100843,528235,36060,360497,53159,591181,546,2.56,0.390791981
307332287,352117446,299030,1211215,5716851,14489,75856,252507,516239,11683,18365,1380,33342,235669,174985,662854,117882,684475,662854,44997,515235,121907,30517,0,1.15,0.872811871
309214111,334792398,1182321,512650,3998963,26514,5380,33062,1140722,175,28,1520,39173,450760,628755,112724,106287,754851,112724,2361,62245,4597,5486,314,1.08,0.923599559
309303161,609953022,119142,19729,45380,208445,21304,84827,340768,3742,16724,2231,88421,30283,123715,1321965,204147,1114607,1321965,358870,805598,177494,34550,597,1.97,0.507093415
304231499,617135758,467040,2045407,10495071,23781,165649,335029,641840,14230,22807,2138,52031,254101,423916,1133760,88321,1049501,1133760,141265,682037,67507,16934,421,2.03,0.492973378
298161476,513193056,774194,1384700,6329608,10791,5486,56493,759187,1713,4750,834,17411,34989,521581,655676,133368,746712,655676,69203,570667,163860,23697,317,1.72,0.580992811
309213906,527881424,803930,1727421,5393081,67188,236965,319104,763899,1576,4723,606,16819,38498,151687,12313,82839,10484,12313,726,3976,3688,41109,765,1.71,0.585763946
303624244,872838787,611716,3173042,13006444,27355,130407,237702,432229,1180,206,100,1177,4008,6232,498960,42624,1215989,498960,36056,492570,163399,104957,537,2.87,0.347858331
305093470,653707588,526999,2151280,12213084,32869,106550,113077,507273,836,11146,671,20100,371698,603812,819836,169143,930028,819836,41845,256504,2305,9295,0,2.14,0.46671245
308158514,517777755,818835,395422,3603237,45253,57257,14243,872703,16076,22744,791,15183,20231,80085,64029,4666,237976,64029,1478,41963,1916,8916,317,1.68,0.595155955
309281304,643348751,215943,354504,2171822,1347261,24242,87619,733961,190,60,1412,60428,526535,994189,28412,158436,568963,28412,2599,6006,3770,8292,881,2.08,0.48073662
303176140,901920341,683188,2226246,14460164,97951,176975,318590,894126,8256,18394,1012,22946,407109,805458,149696,118922,591069,149696,795,231330,166987,21519,421,2.97,0.336145141
308750312,285531645,1080085,842675,5749543,22490,27578,153267,422537,5495,15098,846,19943,325720,487287,1132135,179300,545639,1132135,129105,368855,117965,17395,317,0.92,1.081317316
270523641,486136638,411751,2111452,4959840,28374,37671,62427,1056515,2329,9279,2159,32331,24109,118061,13110,19336,7980,13110,977,3094,3501,97111,765,1.8,0.556476554
298781245,710317518,402307,1798972,4886359,24414,3916,826,120897,601,230,581,18183,76655,524712,802211,149502,968081,802211,90199,414823,76629,24858,396,2.38,0.420630545
303131620,741814021,485503,1386615,7284300,26153,86289,228158,421635,10495,21610,1062,24472,446841,462598,48150,33329,99052,48150,34370,615128,146104,21044,141,2.45,0.408635603
302070994,782886331,833377,2523228,15193726,30740,130241,111876,794695,1312,6017,20,6618,18124,104041,281272,2843,728183,281272,6882,305647,5706,37821,317,2.59,0.385842723
306867105,508075268,933891,76881,3273636,41682,3930,48049,827554,21332,49300,3717,24520,18904,6388,57190,2805,14160,57190,3557,5361,4227,14693,765,1.66,0.603979615
301040362,714126692,609015,875454,13237442,614311,161246,292444,630881,6949,16030,906,23859,493242,891465,99977,125233,355168,99977,851,363804,192148,1894989,546,2.37,0.421550357
305487338,891668791,650162,2307763,11965145,19960,55476,129636,390055,7590,15232,826,21743,250325,574796,1122020,152120,512266,1122020,108426,324620,141748,52343,314,2.92,0.342601806
309179426,264546309,1113487,366193,3799238,5739,3832,74184,1001572,2234,8917,2780,30250,26288,123272,17152,44218,10520,17152,2269,151833,4888,32418,0,0.86,1.168715705
287510035,730724468,544824,1806039,15157640,1021808,12112,325,549765,551,45,160,1089129,2075821,3549691,156474,17866,18079,156474,6898,2365,26042,113045,409,2.54,0.393458886
309255172,931650149,560933,37439,18448926,1200673,7082,56,561201,526,75,225,1092828,2083389,3552245,145244,18185,20026,145244,9093,764,8329,1201144,0,3.01,0.331943458
309212733,930453755,602999,40462,18537228,1225954,6762,28,605441,616,90,100,1121379,2079062,3590547,133242,33351,15118,133242,6712,490,7338,1198266,0,3.01,0.332324666
300645674,624498662,193944,269008,462904,9534,1506,372,117473,500,1252,1643,67097,177695,922704,198178,244520,604261,198178,6335,300,41912,840860,324,2.08,0.481419244
303518362,626910295,422100,1448957,7605360,17843,79489,212710,508266,10347,16598,1352,22435,192114,319412,670921,211402,1001851,670921,68042,48100,158693,24957,421,2.07,0.48414959
300882552,857148657,778642,2861506,13792057,20899,100397,129176,745659,1488,6268,30,4399,18507,99207,322894,126830,57605,322894,112025,613262,152715,25880,191,2.85,0.351027269
309496270,504031994,950040,71086,3265259,69329,140196,297455,707561,21085,30841,1871,22897,6692,40017,268703,129292,664132,268703,6922,8799,2389,37595,152,1.63,0.614040921
303322799,735664077,870594,2640058,13027158,76497,169084,338814,711953,13740,28157,1367,33641,24818,29710,44545,3026,12727,44545,3045,5169,6534,2262583,0,2.43,0.412311554
306692095,431418026,366697,1099639,5777182,13336,73361,200275,470036,11390,16575,1655,34161,198020,160170,707473,128507,664942,707473,138158,337794,109306,29520,0,1.41,0.710893093
309197573,241001945,1070961,541633,3790753,22036,7127,35145,1038079,401,86,2144,43175,470428,623704,186221,137753,555655,186221,2380,56239,4559,8361,0,0.78,1.282967127
309230469,604226683,143051,18923,42649,9353,3663,2320,153884,2757,1626,8329,50158,25828,116143,946896,42912,228283,946896,303103,1125295,257822,30662,0,1.95,0.511778903
307917768,456698313,378430,1513775,7741570,18664,108180,277651,597440,13764,24625,2397,123788,329858,762778,513586,163363,530066,513586,102608,563028,222450,32503,0,1.48,0.674225762
303156294,789126934,629005,2067255,9985894,15171,62887,142690,772420,7970,11458,1650,21694,25387,147813,580105,57846,662750,580105,117495,686690,69139,23640,0,2.6,0.384166705
309092468,492933253,916832,508724,5046558,61362,219220,363245,770225,10026,4741,527,4299,18427,133645,87084,162563,546502,87084,958,4985,3864,37450,0,1.59,0.627047305
299385925,746822100,874026,2691044,12341666,27679,142657,204727,389071,4621,2627,160,1578,4203,5205,74190,5493,10661,74190,3438,22335,39471,2363429,0,2.49,0.400879841
307458719,249595088,276254,1352439,5871811,35449,153624,425436,569820,11192,14253,686,10355,39083,476375,531843,146753,628370,531843,66646,525502,160642,21198,0,0.81,1.231830007
309006573,355851014,1263479,605236,5044237,36777,19247,145359,688672,14675,21143,1368,24223,472226,510316,66735,59056,263809,66735,3294,64714,2117,4666,0,1.15,0.8683594
309288275,604396627,147676,32554,756695,29111,5040,603,712011,240,50,235,34533,23256,110924,1570243,248744,1433334,1570243,356581,577295,128451,9189,0,1.95,0.511730644
303054840,686182983,481416,1510777,5573676,22531,7136,107615,364765,3417,11664,4860,104807,166620,605242,591286,317213,1165306,591286,69660,244403,154066,24523,5,2.26,0.441653098
302549305,812258926,627911,2091605,11005073,31604,122318,240986,524093,11233,16198,1227,25177,287333,318255,288330,1528,62624,288330,110604,625298,149686,19707,0,2.68,0.372478892
306861658,619903189,920443,1453513,9351600,33044,93507,138442,701553,1177,6653,30,5005,26992,69054,232605,27094,697915,232605,6751,106823,4691,38428,0,2.02,0.495015453
304676473,601466855,768336,448669,4714261,63276,151107,303683,760853,21284,30985,1844,19099,3951,5918,45736,4897,14317,45736,2874,4797,3569,1444186,0,1.97,0.506555715
300689307,769136400,980597,3212777,13401643,84299,135941,348114,721494,14183,26609,1568,19958,96810,160618,564093,83646,691695,564093,124819,634955,96336,21663,0,2.56,0.39094406
306831893,324255126,276613,760041,5016897,14031,74360,201313,454039,10706,15691,1207,25550,481064,640902,172700,130172,559249,172700,3087,46302,5824,11319,0,1.06,0.9462669
308544800,240976039,1170020,626781,3773390,22136,6507,35311,1019064,225,30,280,32558,23806,111446,917318,30720,120358,917318,301115,1078913,279496,59285,0,0.78,1.280396181
308820744,604054127,147276,17534,41839,8599,3319,563,154005,3256,8633,3632,105068,328295,768580,497704,135821,523284,497704,102778,498383,217745,49904,0,1.96,0.511246808
307988873,458582553,392542,1588108,7686512,19936,108311,276139,607313,14494,21855,922,13857,24562,150012,634342,70569,628903,634342,135053,510487,83277,48585,0,1.49,0.671610533
301629730,786827539,635496,2044568,9975379,15291,63363,142179,787830,1432,4985,25,4373,28135,158889,58593,154487,586146,58593,5091,391026,126858,40950,0,2.61,0.383349228
309235224,495274129,902505,636926,5452914,72039,224641,332540,531636,9791,325,300,941,3857,5574,121751,2517,10357,121751,4547,5130,5537,36564,0,1.6,0.62437185
302336690,786148951,854673,2663015,12980489,29439,160116,358802,584918,9577,14798,310,8674,172417,481034,284300,194569,542366,284300,15057,245557,38856,2399348,0,2.6,0.384579398
309115685,298993213,356143,1364833,7373190,17539,104871,268551,631542,15341,17407,1372,24924,410624,421718,784605,108233,761335,784605,90748,664441,137594,21861,0,0.97,1.03385519
308001574,409993293,1031919,486284,3746436,32878,7192,10286,903943,215,40,726,34899,23340,309175,440847,212686,276484,440847,4601,39527,2185,5222,0,1.33,0.75123564
309133029,603999074,144529,18523,43585,899322,20690,98967,433322,6708,21626,1402,58524,234081,401434,1215315,386426,2053338,1215315,157713,91545,2580,8888,0,1.95,0.511810435
305194116,609188779,455933,2106574,11123435,26206,159906,320190,590021,6525,8314,150,7401,19920,119405,1113826,247169,861399,1113826,140937,459568,57320,13846,0,2,0.500984467
304005186,465800349,756798,1346213,6022934,10600,3598,40662,1045850,821,4815,185,19034,244516,833875,689677,165209,936471,689677,69966,568517,146693,24061,0,1.53,0.652651263
307878161,522628533,767900,1884903,5320130,61144,223813,328231,294702,465,170,334,17925,19894,117578,25207,101787,7847,25207,1346,5486,5160,39360,0,1.7,0.589095584
298753242,753578612,626358,2550132,13934575,137882,197010,310109,687419,13908,30896,2059,27052,6698,18658,511713,7941,127972,511713,35228,399941,55881,817315,0,2.52,0.396446021
307748878,347024809,307397,1187823,5687896,14828,77636,250652,526017,11942,18737,1693,26733,30510,143931,716310,141778,669817,716310,39105,523016,121344,29826,0,1.13,0.886820971
309206235,337391141,1205021,522407,3980151,26845,7480,31611,1065350,2386,4167,1842,35117,502137,604822,109488,126888,451145,109488,2580,63765,5361,5123,0,1.09,0.916462223
309312624,604339145,149184,20415,42396,8426,6371,3105,218246,1880,1088,1534,40795,23427,114119,1438064,208076,1198420,1438064,357859,859711,174397,10974,0,1.95,0.511819608
308148146,520964509,440943,1580543,9635278,20014,139837,399321,731704,8404,18543,3146,105227,407175,512370,867675,113969,559306,867675,129854,768934,129966,22588,0,1.69,0.591495468
302493457,604063838,657795,1614113,7643842,13879,38133,120580,926672,7361,10233,566,9226,24690,265421,626954,124031,633202,626954,44260,514246,149243,24697,0,2,0.500764055
309067793,496343256,852699,1660422,6046089,83298,254409,393508,735240,1707,4635,25,7003,32818,128519,16672,147442,8073,16672,995,5016,4929,40868,0,1.61,0.622689619
301355816,868706256,694937,3313599,12706750,37888,92260,124816,287304,486,165,80,1032,3576,5609,198085,6275,12502,198085,35823,319702,120581,187050,0,2.88,0.34690186
306971512,445386323,434774,1624244,8938072,32512,139943,365535,596724,3828,6855,160,16358,297031,557398,1006643,129148,773509,1006643,93952,443642,57878,13932,0,1.45,0.689225277
308332245,464315796,1092602,700506,7589143,41658,72490,101591,763555,17405,12133,1362,20334,181872,78642,114369,4265,231644,114369,1747,35918,2192,5536,0,1.51,0.664057195
309162094,598176296,295679,40199,1409387,35492,5396,309,870654,225,35,576,35853,269509,755591,583514,371155,1361467,583514,2323,5974,3125,8655,0,1.93,0.516841099
301850077,693534145,415447,1378833,5847915,1321539,23991,144304,641207,7899,25855,1528,26988,93174,506333,807826,184410,1200241,807826,37606,340282,2254,8767,0,2.3,0.43523463
305419863,604327109,450506,2209210,12555510,31920,93522,189656,520234,997,2039,290,15165,301477,561760,1104834,113916,778927,1104834,113996,267164,150083,24803,0,1.98,0.505388321
308163963,357143648,1246686,353131,3595485,12172,4043,63061,1211020,2394,12045,1618,29553,23950,107473,32945,39096,6870,32945,1428,4090,5392,38515,0,1.16,0.862857186
294609549,688455281,447091,2351164,4716069,58341,129191,65093,180339,481,155,180,1042,3551,23498,662393,191456,1329404,662393,144499,705426,263612,32533,0,2.34,0.427928374
303818475,859853254,556737,2620698,11849404,22828,114766,220356,461900,7924,15344,866,24544,252560,577016,432694,195013,504622,432694,2487,27084,1747,10929,0,2.83,0.353337588
304402316,836889246,672805,2788286,15104393,24366,132408,158749,692963,10759,13460,395,7756,20161,122127,71896,17412,215152,71896,1659,241773,8459,27085,0,2.75,0.363730706
309234422,499415853,943259,68454,3174884,39707,4888,310,954324,2114,14275,2324,69725,567858,404352,53373,14668,32783,53373,3369,6257,8914,53355,0,1.62,0.619192243
308602082,637309083,347995,521972,6139014,1494639,51096,178145,574140,7986,20669,1538,33702,221062,194743,1183961,138634,1040913,1183961,59483,526923,23448,37213,0,2.07,0.484226712
305198316,703114678,540558,2451109,13080876,28092,86548,185057,559285,3943,3097,30,11071,306539,490654,1044319,148332,651306,1044319,82913,325194,53119,25170,0,2.3,0.434066199
306227865,372552669,798724,973386,4632525,6326,2242,61971,1108943,1052,12102,1738,23248,41209,107092,283268,51907,6243,283268,46222,143428,121092,21907,0,1.22,0.821972007
302754197,550121550,642446,1921221,4803050,55984,226590,299199,215089,485,185,80,866,3726,4684,271141,111814,96665,271141,5248,6412,6131,38909,0,1.82,0.550340551
305920248,903805694,617376,3202682,12554664,23375,113588,262175,452595,4794,16905,816,19971,333726,423711,781345,394858,1938060,781345,157368,667322,196749,68307,0,2.95,0.338480107
305200639,732908290,591371,2468422,13954427,23059,106671,110905,700425,12806,13704,716,11838,18351,90783,569716,199133,406439,569716,31795,121216,2442,6707,0,2.4,0.416424051
308557435,491869710,911957,127662,3150058,36947,4991,231,958035,180,3101,1933,55084,704220,935888,66947,252612,187385,66947,1797,39134,7132,22047,0,1.59,0.627315382
309401404,640542052,260615,444835,4800866,1199231,112089,347397,768221,7813,14424,861,26797,441924,745573,42487,40598,8676,42487,2881,6320,3483,8018,0,2.07,0.483030588
303681609,901008165,680813,2283042,12219411,18669,77997,144269,400666,7643,15022,982,31667,175999,461630,115013,141422,466345,115013,732,257833,158168,23875,0,2.97,0.337046456
309110869,270561002,1060451,351455,3856007,6294,3434,71882,999392,2164,9515,2987,38028,267629,662126,1073588,169181,522339,1073588,128873,403239,111638,14451,0,0.88,1.14248124
295669100,600989392,299513,1786382,2365956,20324,3016,776,145113,642,179,1149,30658,26946,108681,17625,20682,4916,17625,1415,2674,5392,91642,0,2.03,0.49197058
302932275,776860717,521699,2221733,10262147,17801,83973,284652,448656,9950,17182,1292,26726,63521,444263,683634,155964,757075,683634,201460,759518,106492,22057,0,2.56,0.389944128
305242308,908617387,716771,2472816,15915096,24865,137281,135731,577528,3937,16962,1581,32808,454724,475481,85798,65747,167373,85798,757,203143,145710,24520,0,2.98,0.335941522
308988039,508338127,968010,67061,3266825,37369,5805,373,1036000,1707,5926,513,6768,18542,71264,214742,1315,152209,214742,6318,225030,9938,44569,0,1.65,0.607839591
306606718,672442541,642756,1630247,10200618,1154285,165145,336460,862008,23135,38892,4500,24675,80636,6139,50746,6264,25288,50746,3401,5619,3539,8018,0,2.19,0.455959728
302127238,627802546,532285,1880865,7973881,13597,15547,36358,299660,12313,20339,1948,27421,244792,330460,538061,3977,259448,538061,118740,697403,89207,22921,0,2.08,0.48124564
309211586,260930038,1224451,424764,3813702,15729,88071,275932,1008016,9599,23912,1062,21745,486039,613313,635839,171757,648328,635839,54511,160091,4065,5517,0,0.84,1.185036374
307202132,600410020,138485,21968,818199,27707,6914,34164,544512,220,60,661,32494,23909,110969,45189,28750,5930,45189,140127,999529,449328,95437,0,1.95,0.511653906
304124095,875330549,554623,2384764,10079774,34420,66565,115045,271597,1412,6818,1763,88077,127603,505635,943117,490362,1244003,943117,203360,942410,138916,32363,0,2.88,0.347439142
303243026,903438231,651138,2299131,11149552,25008,39215,123280,458671,7626,15998,1172,25070,397794,707587,127805,138250,345845,127805,1716,11256,72005,16897,0,2.98,0.33565441
308293023,541695423,889549,1124279,10433384,38876,146133,158867,602677,6744,11871,165,6449,27316,81605,77890,2605,198630,77890,5090,224679,9687,37955,0,1.76,0.569126136
307146704,584149843,507573,84232,2251184,201925,8639,283,904591,11414,28929,4047,62992,245389,192164,89780,3576,24381,89780,4002,5498,3632,8054,0,1.9,0.525801227
301927576,795377363,817091,2314169,12901910,1208836,155487,347371,835629,8889,16124,786,25100,368634,411477,103705,48774,141130,103705,118906,689977,161174,24487,0,2.63,0.379602928
303485359,559515166,543344,1490570,8020814,22882,31212,137564,399220,8102,15286,1122,23958,403492,686842,1016949,134027,436319,1016949,94597,330997,52648,7122,0,1.84,0.542407744
306369983,289086138,1078210,721343,3671801,11041,5283,53466,1119684,1954,75,866,33491,22441,109258,21395,37123,4597,21395,1377,215184,273215,99103,0,0.94,1.059787872
303224377,574031976,157520,367486,309864,8391,3291,826,144633,511,641,1543,44021,93105,746013,605794,186405,1175003,605794,71147,329682,66614,38132,0,1.89,0.528236039
302720269,696884582,494415,1736776,7675808,18541,80129,219855,459757,10487,15472,1222,23339,288849,303652,85245,8106,96387,85245,109873,731260,250246,59391,0,2.3,0.434390826
304196183,889518251,781129,2896333,14961758,22114,104883,111511,728254,1127,6678,20,6378,26467,69272,231717,29092,761644,231717,8412,129620,10339,46252,0,2.92,0.341978574
309239556,510355028,967293,71866,3290267,40662,137733,294893,754236,21408,30803,2125,19299,3732,6024,100529,5799,14066,100529,4909,5993,6035,53021,0,1.65,0.605930262
304196155,736126478,864887,2603403,12839512,81034,159640,340702,703845,14082,28090,1192,19349,94024,115931,804968,94801,687021,804968,161879,94828,4470,1690013,0,2.42,0.41323898
306804054,462136359,395024,1088942,6005493,13906,74046,202294,471402,11399,16349,1187,25143,511841,625078,395970,179746,642119,395970,11657,416931,111021,25421,0,1.51,0.663882095
309204263,242946976,1101920,539154,3813234,23435,6572,34132,1051638,245,80,866,33923,23366,112474,88717,95117,80711,88717,3969,48374,5674,8473,0,0.79,1.272723242
309332776,605408384,143977,17276,41751,8332,3457,2282,158306,3161,9013,2454,99038,348025,745997,1250421,281835,753035,1250421,309939,1124402,256432,30832,0,1.96,0.510948946
309098721,471797667,398404,1543055,7961945,19680,112278,278181,638610,13786,13794,826,13268,35717,152507,630064,141937,69069,630064,107504,633110,221022,27346,0,1.53,0.655151016
301738026,732025867,575746,1931973,9358651,15799,56021,127748,751146,1367,5696,5,4168,22592,38605,635119,248071,640389,635119,83675,371102,109700,26397,0,2.43,0.412195852
309092228,492712950,889375,1041578,5702076,71030,230200,326748,486771,5868,190,200,3734,26082,244162,25340,172406,303973,25340,1233,5523,4484,42111,0,1.59,0.627327185
301546328,748869844,607528,2054361,14438395,465597,149908,262221,630052,11333,23675,1582,39138,164239,30355,53993,2355,10234,53993,8135,221401,39392,2388130,0,2.48,0.402668542
303160773,587989412,482546,1527812,7023146,13811,73913,212629,406364,10194,24264,1532,32278,247739,300401,564855,7165,392197,564855,121255,695421,130582,23806,0,1.94,0.51558883
309012692,251991169,1354904,570159,3680996,18363,6150,46704,964000,457,1372,2113,37876,506084,586657,475037,144128,562356,475037,38916,145832,3758,7878,0,0.82,1.226283815
307797857,601118948,136990,17911,42413,9382,3623,560,138870,822,117,1854,43107,23951,112066,672642,35129,5248,672642,202329,995279,448659,37134,0,1.95,0.512041515
307051549,517802180,350793,1822785,7093587,15691,88023,278818,460658,9924,21618,2882,124010,311683,670131,586628,154879,674507,586628,69801,415664,198019,34238,0,1.69,0.592990066
302191481,779851261,717229,2463635,11398575,17720,97333,152246,780506,12349,17354,1521,17835,78780,110511,522414,12821,488820,522414,115386,655601,57560,23635,0,2.58,0.387498868
309249054,501629564,939433,122871,4378901,70348,158204,302132,900016,5087,6510,75,7030,18363,96531,177474,165598,521178,177474,1033,4879,4384,39772,0,1.62,0.616488892
303326550,747697811,925170,2677557,12773771,50225,182306,253454,442124,11218,4631,506,952,3952,6063,44337,3664,7729,44337,3031,16955,38582,2339400,0,2.46,0.405680671
309159816,289605695,300054,1300433,5350961,27594,178106,357193,540146,13985,15674,716,12594,29527,285484,759709,149642,719651,759709,47657,544434,158653,22113,0,0.94,1.067519808
309159521,365184276,1321951,762739,5700001,31682,19379,169693,674050,14570,20853,1342,23315,463988,537330,72292,71310,265164,72292,5228,73745,4779,4998,0,1.18,0.846584975
308692919,603029563,185310,39724,1042802,32201,5030,543,780940,255,40,390,33314,22841,112058,1604642,268391,1446951,1604642,217976,323192,63380,8422,0,1.95,0.511903459
306771681,492842991,352573,1032813,2916907,23541,65966,146120,447921,4639,19399,2966,81205,300541,437760,1113616,77226,802150,1113616,146317,849617,86201,19048,0,1.61,0.622453168
300125328,749775630,594465,2344026,13181013,37127,124219,354253,613784,9251,9241,461,7778,25554,277146,725103,148023,707294,725103,59495,530081,156007,23306,0,2.5,0.400286854
307398295,389743769,919470,372846,3767083,19192,4258,65751,1041623,1207,5381,140,13928,36107,142153,21000,73377,7948,21000,1139,5636,4691,39101,0,1.27,0.788718947
303455528,640963734,871237,2908389,7465690,73840,225152,326845,362355,481,180,275,957,3664,4967,522690,7867,59927,522690,36484,346631,159833,160772,0,2.11,0.473436346
303769596,784558943,485124,2738325,13598400,31389,116841,238965,488315,1598,5011,260,16098,301282,564295,1115108,124503,773424,1115108,89732,406552,49098,13609,0,2.58,0.387185181
305826564,513526507,460125,1686540,9968792,22167,146236,277154,746695,18473,13787,1292,19553,87063,75472,104815,5051,243724,104815,1809,62041,2222,27008,0,1.68,0.595541924
306281565,464573345,1116326,488014,3855156,39167,4431,344,948905,295,30,621,33797,273985,760875,683229,469822,1466409,683229,1973,6406,4214,28068,0,1.52,0.659274942
309080580,604222048,138417,46752,809217,1140886,21282,127543,462507,4279,8543,4013,47959,447609,700661,621665,134178,363699,621665,110555,547101,215867,43137,0,1.95,0.511534759
308916837,459199583,391637,1557279,8016319,21084,113913,281784,637191,14041,13377,887,11667,34855,104256,643373,112340,642273,643373,76119,250566,83359,47140,0,1.49,0.672728914
301033807,721388474,565333,1879946,9357713,15244,57024,128879,741552,966,5500,10,4263,34810,120943,68465,160609,184988,68465,9819,487435,140543,36886,0,2.4,0.417297778
309276139,490218576,892661,1195787,5733884,62126,218825,349045,665971,4164,410,1082,1021298,2007815,3428194,141044,25208,17298,141044,5383,5556,5672,39479,1,1.59,0.630894369
309186541,939676381,549066,39308,18581588,1184870,6616,21,555396,500,55,120,1008221,2007010,3416300,154784,47948,19107,154784,6720,725,6544,1174416,0,3.04,0.329035131
309039632,933771050,594262,35572,18482914,1214988,7939,18,598704,901,90,165,1023085,1984896,3414460,139760,96516,17523,139760,6493,306,6899,1201672,0,3.02,0.330958678
309219225,933353148,574948,203445,12907479,663252,82993,43564,300882,380,185,255,100,3644,9216,261210,105909,24158,261210,6937,488,6969,1233487,0,3.02,0.331299279
303153169,894637219,697601,3254944,13829875,31773,115509,236182,498193,1758,5141,265,16686,345729,652735,319506,168187,60132,319506,26620,332210,152079,157453,0,2.95,0.338855977
306787029,459742753,420078,1504911,9915151,21058,148073,273857,740015,19155,13739,1312,23392,116098,196206,1161635,169307,758591,1161635,91396,411893,49628,10969,0,1.5,0.667301501
307535628,462942606,1117919,417900,3787752,38251,4459,403,951014,245,30,214,39391,19131,55309,144664,17491,237158,144664,1640,66310,2166,4828,0,1.51,0.664306167
309248377,601936412,149664,17112,101538,1233694,20541,107689,442804,6041,18780,2325,58108,411832,872655,642329,371362,1769343,642329,4873,6538,2943,8723,599,1.95,0.51375589
304947903,654376360,500180,2315797,12284399,26225,138743,177026,581553,5292,9836,1533,37866,211766,193345,1203675,120450,1397368,1203675,75293,435963,14897,9653,421,2.15,0.466013019
300221362,399629282,692126,1144011,4913569,7672,5082,68877,1087951,1255,4594,742,17313,306190,489726,908308,160773,576916,908308,90295,496929,154923,24143,315,1.33,0.751249659
299696065,536889916,716379,1845069,4927279,61425,230537,286702,276758,859,6275,2386,31133,40613,129995,16565,48768,7772,16565,1221,5492,3651,39686,765,1.79,0.558207662
302549196,904555900,696103,3220960,13449755,28951,120608,245771,477682,1707,2493,533,636,3225,4628,509897,5135,85121,509897,34536,346251,158269,150184,537,2.99,0.334472636
306967398,468961792,412701,1572857,10027326,22217,146230,319277,607959,5309,4382,385,16709,300780,560551,1185331,125657,747384,1185331,91103,370145,51382,9297,0,1.53,0.654568034
307362506,463892747,1111562,403959,3800576,48610,27674,9323,886286,19481,15392,1367,20355,86118,63027,120431,5486,234514,120431,1534,69996,2073,5010,317,1.51,0.662572347
309289041,601902975,152197,20257,63295,22680,4351,742,557393,180,55,295,32653,270869,720015,683124,400538,1992651,683124,28420,5411,2711,8448,765,1.95,0.513851989
304890308,631358453,488226,2067578,9183637,1399436,77484,177091,636722,6078,20250,1647,50810,222106,192232,1235984,120544,1269401,1235984,78314,425013,15866,8933,537,2.07,0.48291158
300789270,402402883,777300,1626944,8201079,26253,84262,138901,820530,5036,6641,50,8749,306320,489844,886578,164616,577322,886578,87884,521648,151081,23869,317,1.34,0.74748289
299653088,527900554,775076,935806,5257245,61889,112964,119325,923961,796,5456,1603,19491,41656,224528,25692,50526,10685,25692,1058,4954,3507,40298,7,1.76,0.567631698
298261836,704858368,313998,1847388,9194670,269597,216260,268725,203390,425,190,105,1292,3470,5662,555026,3745,80149,555026,36471,334394,46381,640572,883,2.36,0.423151444
301738236,672985960,767108,3135578,11717934,35168,120076,334618,706311,13767,38057,1317,19156,41021,114108,617926,107294,705512,617926,128559,345612,109225,23932,421,2.23,0.448357401
307578678,238696428,439853,409418,4514376,25587,78960,203726,473402,12766,16378,1157,25641,518099,661610,138461,153282,800009,138461,4478,72407,9256,8235,314,0.78,1.288576794
307572798,360169749,1013997,571987,3980113,30528,6353,31346,1053465,220,40,445,32542,25201,117686,968609,18876,236220,968609,303532,1027351,261499,33267,481,1.17,0.853966217
304572054,605811697,196679,211871,40916,8709,3159,494,150370,2900,11689,1698,112758,298809,680671,511281,179636,763190,511281,71111,404940,211439,40202,537,1.99,0.502750369
307017173,502137070,329829,1676417,7079278,17862,93704,268977,545651,12846,22733,1037,17880,124636,108024,533272,7615,353879,533272,120774,637137,60747,49300,0,1.64,0.611421047
300914661,790592850,714747,2442999,11579814,17995,90983,128903,859756,1458,7201,45,6148,18367,96687,196324,129632,574054,196324,1077,5874,58939,53143,317,2.63,0.380619001
309251403,505595045,945523,69572,3854645,68118,193147,279557,615735,13801,20084,2034,1643,4102,7133,48264,2655,24445,48264,3972,5620,5325,59481,765,1.63,0.611658295
302860474,738338202,865544,2642771,12929630,77423,168217,323192,708823,13744,38409,1202,19413,39395,116177,693082,120597,677352,693082,132293,6361,12114,2826180,537,2.44,0.410192068
306919263,443356062,366614,1162241,6036029,14844,75120,208596,486890,10691,16227,1042,25895,505468,739409,265151,113062,785271,265151,10394,454070,127041,25198,317,1.44,0.692263599
